WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
2024-05-11,Western Africa,Benin,Littoral,Protests,Peaceful protest,1,0,30407.0,Demonstrations,333.0,6.3711,2.3916
2024-05-18,Western Africa,Benin,Littoral,Protests,Peaceful protest,2,0,30407.0,Demonstrations,333.0,6.3711,2.3916
2024-10-05,Western Africa,Benin,Littoral,Protests,Peaceful protest,2,0,30407.0,Demonstrations,333.0,6.3711,2.3916
2025-03-22,Western Africa,Benin,Littoral,Protests,Peaceful protest,1,0,30971.0,Demonstrations,333.0,6.3711,2.3916
2024-04-27,Western Africa,Benin,Littoral,Protests,Protest with intervention,2,0,30407.0,Demonstrations,333.0,6.3711,2.3916
2025-04-26,Western Africa,Benin,Littoral,Protests,Protest with intervention,1,0,30971.0,Demonstrations,333.0,6.3711,2.3916
2021-05-01,Western Africa,Benin,Littoral,Riots,Mob violence,1,0,121113.0,Political violence,333.0,6.3711,2.3916
2021-06-19,Western Africa,Benin,Littoral,Riots,Mob violence,1,0,121113.0,Political violence,333.0,6.3711,2.3916
2023-05-20,Western Africa,Benin,Littoral,Riots,Mob violence,1,1,125937.0,Political violence,333.0,6.3711,2.3916
2024-02-24,Western Africa,Benin,Littoral,Riots,Mob violence,1,2,128314.0,Political violence,333.0,6.3711,2.3916
2021-04-03,Western Africa,Benin,Littoral,Riots,Violent demonstration,1,0,118509.0,Demonstrations,333.0,6.3711,2.3916
2024-04-13,Western Africa,Benin,Littoral,Riots,Violent demonstration,1,0,128314.0,Demonstrations,333.0,6.3711,2.3916
2021-04-10,Western Africa,Benin,Littoral,Strategic developments,Arrests,1,0,,Strategic developments,333.0,6.3711,2.3916
2021-07-17,Western Africa,Benin,Littoral,Strategic developments,Arrests,1,0,,Strategic developments,333.0,6.3711,2.3916
2022-12-17,Western Africa,Benin,Littoral,Strategic developments,Arrests,1,0,,Strategic developments,333.0,6.3711,2.3916
2023-01-07,Western Africa,Benin,Littoral,Strategic developments,Arrests,1,0,,Strategic developments,333.0,6.3711,2.3916
2023-09-09,Western Africa,Benin,Littoral,Strategic developments,Arrests,1,0,,Strategic developments,333.0,6.3711,2.3916
2023-09-23,Western Africa,Benin,Littoral,Strategic developments,Arrests,1,0,,Strategic developments,333.0,6.3711,2.3916
2024-09-21,Western Africa,Benin,Littoral,Strategic developments,Arrests,1,0,,Strategic developments,333.0,6.3711,2.3916
2024-09-28,Western Africa,Benin,Littoral,Strategic developments,Arrests,1,0,,Strategic developments,333.0,6.3711,2.3916
2025-03-29,Western Africa,Benin,Littoral,Strategic developments,Arrests,1,0,,Strategic developments,333.0,6.3711,2.3916
2024-02-03,Western Africa,Benin,Littoral,Strategic developments,Other,1,0,,Strategic developments,333.0,6.3711,2.3916
2024-06-01,Western Africa,Benin,Littoral,Strategic developments,Other,1,0,,Strategic developments,333.0,6.3711,2.3916
2024-11-09,Western Africa,Benin,Littoral,Strategic developments,Other,1,0,,Strategic developments,333.0,6.3711,2.3916
2025-03-08,Western Africa,Benin,Littoral,Strategic developments,Other,1,0,,Strategic developments,333.0,6.3711,2.3916
2023-10-07,Western Africa,Benin,Mono,Protests,Peaceful protest,1,0,1191.0,Demonstrations,334.0,6.5445,1.8442
2022-02-19,Western Africa,Benin,Mono,Protests,Protest with intervention,1,0,1976.0,Demonstrations,334.0,6.5445,1.8442
2021-11-06,Western Africa,Benin,Mono,Riots,Mob violence,1,0,11718.0,Political violence,334.0,6.5445,1.8442
2021-12-04,Western Africa,Benin,Mono,Riots,Mob violence,1,0,19435.0,Political violence,334.0,6.5445,1.8442
2021-12-18,Western Africa,Benin,Mono,Riots,Mob violence,1,1,3519.0,Political violence,334.0,6.5445,1.8442
2023-07-29,Western Africa,Benin,Mono,Riots,Mob violence,1,3,1695.0,Political violence,334.0,6.5445,1.8442
2023-10-14,Western Africa,Benin,Mono,Riots,Mob violence,1,0,1695.0,Political violence,334.0,6.5445,1.8442
2024-07-06,Western Africa,Benin,Mono,Riots,Mob violence,2,2,56531.0,Political violence,334.0,6.5445,1.8442
2024-07-27,Western Africa,Benin,Mono,Riots,Mob violence,1,0,9941.0,Political violence,334.0,6.5445,1.8442
2025-01-04,Western Africa,Benin,Mono,Riots,Mob violence,1,1,3897.0,Political violence,334.0,6.5445,1.8442
2024-08-24,Western Africa,Benin,Mono,Strategic developments,Arrests,1,0,,Strategic developments,334.0,6.5445,1.8442
2023-01-28,Western Africa,Benin,Mono,Violence against civilians,Attack,1,1,32412.0,Political violence,334.0,6.5445,1.8442
2022-12-03,Western Africa,Benin,Oueme,Battles,Armed clash,1,2,49711.0,Political violence,335.0,6.6663,2.516
2023-11-11,Western Africa,Benin,Oueme,Battles,Armed clash,1,1,221529.0,Political violence,335.0,6.6663,2.516
2021-04-03,Western Africa,Benin,Oueme,Protests,Peaceful protest,2,0,53030.0,Demonstrations,335.0,6.6663,2.516
2021-07-31,Western Africa,Benin,Oueme,Protests,Peaceful protest,1,0,53030.0,Demonstrations,335.0,6.6663,2.516
2024-04-20,Western Africa,Benin,Oueme,Protests,Peaceful protest,1,0,20890.0,Demonstrations,335.0,6.6663,2.516
2021-04-03,Western Africa,Benin,Oueme,Protests,Protest with intervention,1,0,19361.0,Demonstrations,335.0,6.6663,2.516
2022-01-08,Western Africa,Benin,Oueme,Riots,Mob violence,1,0,46826.0,Political violence,335.0,6.6663,2.516
2023-01-21,Western Africa,Benin,Oueme,Riots,Mob violence,1,0,19806.0,Political violence,335.0,6.6663,2.516
2023-08-19,Western Africa,Benin,Oueme,Riots,Mob violence,1,0,69103.0,Political violence,335.0,6.6663,2.516
2023-10-21,Western Africa,Benin,Oueme,Riots,Mob violence,1,1,12779.0,Political violence,335.0,6.6663,2.516
2024-02-17,Western Africa,Benin,Oueme,Riots,Mob violence,1,0,11647.0,Political violence,335.0,6.6663,2.516
2024-03-30,Western Africa,Benin,Oueme,Riots,Mob violence,1,0,1590.0,Political violence,335.0,6.6663,2.516
2024-07-06,Western Africa,Benin,Oueme,Riots,Mob violence,1,1,37216.0,Political violence,335.0,6.6663,2.516
2021-07-24,Western Africa,Benin,Oueme,Riots,Violent demonstration,1,0,18711.0,Demonstrations,335.0,6.6663,2.516
2021-04-10,Western Africa,Benin,Oueme,Strategic developments,Arrests,1,0,,Strategic developments,335.0,6.6663,2.516
2024-06-01,Western Africa,Benin,Oueme,Strategic developments,Other,1,0,,Strategic developments,335.0,6.6663,2.516
2024-06-22,Western Africa,Benin,Oueme,Strategic developments,Other,1,0,,Strategic developments,335.0,6.6663,2.516
2022-11-12,Western Africa,Benin,Oueme,Violence against civilians,Attack,1,3,698656.0,Political violence,335.0,6.6663,2.516
2024-02-17,Western Africa,Benin,Oueme,Violence against civilians,Attack,1,1,28149.0,Political violence,335.0,6.6663,2.516
2021-07-31,Western Africa,Benin,Plateau,Battles,Armed clash,1,0,72658.0,Political violence,336.0,7.0993,2.6466
2024-01-13,Western Africa,Benin,Plateau,Protests,Peaceful protest,1,0,20366.0,Demonstrations,336.0,7.0993,2.6466
2022-02-05,Western Africa,Benin,Plateau,Riots,Mob violence,1,0,6021.0,Political violence,336.0,7.0993,2.6466
2022-11-19,Western Africa,Benin,Plateau,Riots,Mob violence,1,1,479.0,Political violence,336.0,7.0993,2.6466
2023-11-18,Western Africa,Benin,Plateau,Riots,Mob violence,1,0,17761.0,Political violence,336.0,7.0993,2.6466
2023-03-18,Western Africa,Benin,Plateau,Violence against civilians,Abduction/forced disappearance,1,0,943.0,Political violence,336.0,7.0993,2.6466
2023-05-06,Western Africa,Benin,Plateau,Violence against civilians,Attack,1,1,78420.0,Political violence,336.0,7.0993,2.6466
2024-10-12,Western Africa,Benin,Plateau,Violence against civilians,Attack,1,1,40118.0,Political violence,336.0,7.0993,2.6466
2025-04-26,Western Africa,Benin,Zou,Battles,Armed clash,1,0,345494.0,Political violence,337.0,7.2807,2.1233
2024-09-21,Western Africa,Benin,Zou,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,13142.0,Political violence,337.0,7.2807,2.1233
2024-04-13,Western Africa,Benin,Zou,Protests,Peaceful protest,1,0,47148.0,Demonstrations,337.0,7.2807,2.1233
2022-01-29,Western Africa,Benin,Zou,Protests,Protest with intervention,1,0,5645.0,Demonstrations,337.0,7.2807,2.1233
2023-10-28,Western Africa,Benin,Zou,Protests,Protest with intervention,1,0,6264.0,Demonstrations,337.0,7.2807,2.1233
2021-08-21,Western Africa,Benin,Zou,Riots,Mob violence,1,1,119697.0,Political violence,337.0,7.2807,2.1233
2022-01-01,Western Africa,Benin,Zou,Riots,Mob violence,1,0,11852.0,Political violence,337.0,7.2807,2.1233
2022-02-26,Western Africa,Benin,Zou,Riots,Mob violence,1,0,116216.0,Political violence,337.0,7.2807,2.1233
2022-06-18,Western Africa,Benin,Zou,Riots,Mob violence,1,0,7897.0,Political violence,337.0,7.2807,2.1233
2022-07-09,Western Africa,Benin,Zou,Riots,Mob violence,1,0,122857.0,Political violence,337.0,7.2807,2.1233
2023-03-11,Western Africa,Benin,Zou,Riots,Mob violence,1,1,12733.0,Political violence,337.0,7.2807,2.1233
2023-03-25,Western Africa,Benin,Zou,Riots,Mob violence,1,0,1636.0,Political violence,337.0,7.2807,2.1233
2024-01-27,Western Africa,Benin,Zou,Riots,Mob violence,1,1,12533.0,Political violence,337.0,7.2807,2.1233
2024-03-23,Western Africa,Benin,Zou,Riots,Mob violence,1,0,6176.0,Political violence,337.0,7.2807,2.1233
2025-02-01,Western Africa,Benin,Zou,Riots,Mob violence,1,0,38474.0,Political violence,337.0,7.2807,2.1233
2023-03-11,Western Africa,Benin,Zou,Violence against civilians,Attack,1,1,91365.0,Political violence,337.0,7.2807,2.1233
2023-03-25,Western Africa,Benin,Zou,Violence against civilians,Attack,1,1,25611.0,Political violence,337.0,7.2807,2.1233
2023-04-01,Western Africa,Benin,Zou,Violence against civilians,Attack,1,1,4714.0,Political violence,337.0,7.2807,2.1233
2024-01-13,Western Africa,Benin,Zou,Violence against civilians,Attack,1,1,222851.0,Political violence,337.0,7.2807,2.1233
2024-02-24,Western Africa,Benin,Zou,Violence against civilians,Attack,1,1,7049.0,Political violence,337.0,7.2807,2.1233
2024-03-16,Western Africa,Benin,Zou,Violence against civilians,Attack,1,0,11494.0,Political violence,337.0,7.2807,2.1233
2024-03-23,Western Africa,Benin,Zou,Violence against civilians,Attack,1,1,63826.0,Political violence,337.0,7.2807,2.1233
