Date,SourceCommonName,Persons,Organizations,Locations,Counts,V2Tone,TranslationInfo
20250604074500,dailytrust.com,aminu alkasim;usman abdulmomini;naziru abdullahi;yushau saidu;jibir surajo;umar dini;muntari abdulkadir;usain isa;aliyu abdu;ali umar;sagir hussaini;mujitafa jibril;yusuf shafiu;mubarak haruna;mansir hassan;hamisu mohammed;ali abdulmomini,daily trust whatsapp community;kaduna state police;healthcare centre in yardoka;police public relations,"5#Kaduna State, Kaduna, Nigeria#NI#NI23#10.3333#7.75#-2014091;1#Nigeria#NI#NI#10#8#NI;4#Damau, Kaduna, Nigeria#NI#NI23#10.8976#8.43651#-2004285;1#Benin#BN#BN#9.5#2.25#BN","KILL#11#almajiri pupils#5#Kaduna, Nigeria#NI#NI23#10.3333#7.75#-2014091;ARREST#2#mechanic disappearance#1#Benin#BN#BN#9.5#2.25#BN;CRISISLEX_CRISISLEXREC#2#mechanic disappearance#1#Benin#BN#BN#9.5#2.25#BN;KILL#11#children#1#Benin#BN#BN#9.5#2.25#BN;CRISISLEX_T03_DEAD#11#children#1#Benin#BN#BN#9.5#2.25#BN;","-2.9940119760479,2.39520958083832,5.38922155688623,7.78443113772455,21.2574850299401,0.598802395209581,309",
20250604074500,dailytrust.com,mohammed badaru abubakar,daily trust whatsapp community;nigerian defence academy,"1#Benin#BN#BN#9.5#2.25#BN;5#Borno State, Borno, Nigeria#NI#NI27#11.5#13#-2003010;4#Kaduna, Kaduna, Nigeria#NI#NI23#10.5231#7.44028#-2014086;1#Niger#NG#NG#16#8#NG;1#Mali#ML#ML#17#-4#ML;4#Benue, Nigeria (General), Nigeria#NI#NI00#8.31667#8.51667#-2002531;1#Nigeria#NI#NI#10#8#NI;1#Burkina Faso#UV#UV#13#-2#UV;4#Mokwa, Nigeria (General), Nigeria#NI#NI00#9.28333#5.05#-2019836",KILL#7##1#Niger#NG#NG#16#8#NG;ARREST#2#mechanic disappearance#1#Niger#NG#NG#16#8#NG;CRISISLEX_CRISISLEXREC#2#mechanic disappearance#1#Niger#NG#NG#16#8#NG;,"-2.76243093922652,3.03867403314917,5.80110497237569,8.83977900552486,20.4419889502762,3.03867403314917,326",
20250604074500,jamaica-gleaner.com,patrick gomes;carl greenidge;georges rebelo pinto chikoti;edwin carrington;forbes burnham;tieoule konare;pacific states;moussa s batraki,council of ministers;group of states;foundation day;world trade organization;european community;organization of african;european commission;african union;caribbean forum;european development fund;european union;committee of ambassadors;european economic community,"1#Angola#AO#AO#-12.5#18.5#AO;1#Mali#ML#ML#17#-4#ML;4#Nairobi, Nairobi Area, Kenya#KE#KE05#-1.28333#36.8167#-2258072;1#Thailand#TH#TH#15#100#TH;1#United States#US#US#39.828175#-98.5795#US;1#Samoa#WS#WS#-13.803096#-172.178309#WS;4#Geneva, Genè, Switzerland#SZ#SZ07#46.1956#6.14811#-2552151;1#Brazil#BR#BR#-10#-55#BR;4#Rome, Lazio, Italy#IT#IT07#41.9#12.4833#-126693;4#Georgetown, Demerara-Mahaica, Guyana#GY#GY12#6.8#-58.15#-919880;1#Australia#AS#AS#-25#135#AS;1#United Kingdom#UK#UK#54#-4#UK;1#Gabon#GB#GB#-1#11.75#GB;1#Benin#BN#BN#9.5#2.25#BN;1#South Africa#SF#SF#-30#26#SF;1#Belgium#BE#BE#50.833333#4#BE;1#Togo#TO#TO#8#1.166667#TO;1#Chad#CD#CD#15#19#CD;1#Ghana#GH#GH#8#-2#GH;4#Brussels, Bruxelles-Capitale, Belgium#BE#BE11#50.8333#4.33333#-1955538;1#Guyana#GY#GY#5#-59#GY;1#Kenya#KE#KE#1#38#KE",,"2.13549337260678,3.240058910162,1.10456553755523,4.34462444771723,18.1148748159057,0.0736377025036819,1249",
20250604074500,jamaica-gleaner.com,patrick gomes;carl greenidge;georges rebelo pinto chikoti;edwin carrington;forbes burnham;tieoule konare;pacific states;moussa s batraki,council of ministers;group of states;foundation day;world trade organization;european community;organization of african;european commission;african union;caribbean forum;european development fund;european union;committee of ambassadors;european economic community,"1#Angola#AO#AO#-12.5#18.5#AO;1#Mali#ML#ML#17#-4#ML;4#Nairobi, Nairobi Area, Kenya#KE#KE05#-1.28333#36.8167#-2258072;1#Thailand#TH#TH#15#100#TH;1#United States#US#US#39.828175#-98.5795#US;1#Samoa#WS#WS#-13.803096#-172.178309#WS;4#Geneva, Genè, Switzerland#SZ#SZ07#46.1956#6.14811#-2552151;1#Brazil#BR#BR#-10#-55#BR;4#Rome, Lazio, Italy#IT#IT07#41.9#12.4833#-126693;4#Georgetown, Demerara-Mahaica, Guyana#GY#GY12#6.8#-58.15#-919880;1#Australia#AS#AS#-25#135#AS;1#United Kingdom#UK#UK#54#-4#UK;1#Gabon#GB#GB#-1#11.75#GB;1#Benin#BN#BN#9.5#2.25#BN;1#South Africa#SF#SF#-30#26#SF;1#Belgium#BE#BE#50.833333#4#BE;1#Togo#TO#TO#8#1.166667#TO;1#Chad#CD#CD#15#19#CD;1#Ghana#GH#GH#8#-2#GH;4#Brussels, Bruxelles-Capitale, Belgium#BE#BE11#50.8333#4.33333#-1955538;1#Guyana#GY#GY#5#-59#GY;1#Kenya#KE#KE#1#38#KE",,"2.13549337260678,3.240058910162,1.10456553755523,4.34462444771723,18.1148748159057,0.0736377025036819,1249",
20250604074500,jamaica-gleaner.com,patrick gomes;carl greenidge;georges rebelo pinto chikoti;edwin carrington;forbes burnham;tieoule konare;pacific states;moussa s batraki,council of ministers;group of states;foundation day;world trade organization;european community;organization of african;european commission;african union;caribbean forum;european development fund;european union;committee of ambassadors;european economic community,"1#Angola#AO#AO#-12.5#18.5#AO;1#Mali#ML#ML#17#-4#ML;4#Nairobi, Nairobi Area, Kenya#KE#KE05#-1.28333#36.8167#-2258072;1#Thailand#TH#TH#15#100#TH;1#United States#US#US#39.828175#-98.5795#US;1#Samoa#WS#WS#-13.803096#-172.178309#WS;4#Geneva, Genè, Switzerland#SZ#SZ07#46.1956#6.14811#-2552151;1#Brazil#BR#BR#-10#-55#BR;4#Rome, Lazio, Italy#IT#IT07#41.9#12.4833#-126693;4#Georgetown, Demerara-Mahaica, Guyana#GY#GY12#6.8#-58.15#-919880;1#Australia#AS#AS#-25#135#AS;1#United Kingdom#UK#UK#54#-4#UK;1#Gabon#GB#GB#-1#11.75#GB;1#Benin#BN#BN#9.5#2.25#BN;1#South Africa#SF#SF#-30#26#SF;1#Belgium#BE#BE#50.833333#4#BE;1#Togo#TO#TO#8#1.166667#TO;1#Chad#CD#CD#15#19#CD;1#Ghana#GH#GH#8#-2#GH;4#Brussels, Bruxelles-Capitale, Belgium#BE#BE11#50.8333#4.33333#-1955538;1#Guyana#GY#GY#5#-59#GY;1#Kenya#KE#KE#1#38#KE",,"2.13549337260678,3.240058910162,1.10456553755523,4.34462444771723,18.1148748159057,0.0736377025036819,1249",
20250604074500,jamaica-gleaner.com,patrick gomes;carl greenidge;georges rebelo pinto chikoti;edwin carrington;forbes burnham;tieoule konare;pacific states;moussa s batraki,council of ministers;group of states;foundation day;world trade organization;european community;organization of african;european commission;african union;caribbean forum;european development fund;european union;committee of ambassadors;european economic community,"1#Angola#AO#AO#-12.5#18.5#AO;1#Mali#ML#ML#17#-4#ML;4#Nairobi, Nairobi Area, Kenya#KE#KE05#-1.28333#36.8167#-2258072;1#Thailand#TH#TH#15#100#TH;1#United States#US#US#39.828175#-98.5795#US;1#Samoa#WS#WS#-13.803096#-172.178309#WS;4#Geneva, Genè, Switzerland#SZ#SZ07#46.1956#6.14811#-2552151;1#Brazil#BR#BR#-10#-55#BR;4#Rome, Lazio, Italy#IT#IT07#41.9#12.4833#-126693;4#Georgetown, Demerara-Mahaica, Guyana#GY#GY12#6.8#-58.15#-919880;1#Australia#AS#AS#-25#135#AS;1#United Kingdom#UK#UK#54#-4#UK;1#Gabon#GB#GB#-1#11.75#GB;1#Benin#BN#BN#9.5#2.25#BN;1#South Africa#SF#SF#-30#26#SF;1#Belgium#BE#BE#50.833333#4#BE;1#Togo#TO#TO#8#1.166667#TO;1#Chad#CD#CD#15#19#CD;1#Ghana#GH#GH#8#-2#GH;4#Brussels, Bruxelles-Capitale, Belgium#BE#BE11#50.8333#4.33333#-1955538;1#Guyana#GY#GY#5#-59#GY;1#Kenya#KE#KE#1#38#KE",,"2.13549337260678,3.240058910162,1.10456553755523,4.34462444771723,18.1148748159057,0.0736377025036819,1249",
20250422143000,newsghana.com.gh,elisabeth moreno;yenataba kignaman soro,cyber africa forum,1#France#FR#FR#46#2#FR;1#Togo#TO#TO#8#1.166667#TO;1#Benin#BN#BN#9.5#2.25#BN;1#Senegal#SG#SG#14#-14#SG,,"3.74331550802139,5.08021390374332,1.33689839572193,6.41711229946524,14.1711229946524,0.267379679144385,341",
20250422141500,agenceafrique.com,hissein ibrahim;al qaeda,agency africa;organization of cooperation islamic,1#Benin#BN#BN#9.5#2.25#BN,WOUND#20##1#Benin#BN#BN#9.5#2.25#BN;CRISISLEX_CRISISLEXREC#20##1#Benin#BN#BN#9.5#2.25#BN;CRISISLEX_C03_WELLBEING_HEALTH#20##1#Benin#BN#BN#9.5#2.25#BN;CRISISLEX_T02_INJURED#20##1#Benin#BN#BN#9.5#2.25#BN;,"-5.88235294117647,3.74331550802139,9.62566844919786,13.3689839572193,18.1818181818182,0,176",srclc:fra;eng:GT-FRA 1.0
20250422141500,agenceafrique.com,hissein ibrahim;al qaeda,agency africa;organization of cooperation islamic,1#Benin#BN#BN#9.5#2.25#BN,WOUND#20##1#Benin#BN#BN#9.5#2.25#BN;CRISISLEX_CRISISLEXREC#20##1#Benin#BN#BN#9.5#2.25#BN;CRISISLEX_C03_WELLBEING_HEALTH#20##1#Benin#BN#BN#9.5#2.25#BN;CRISISLEX_T02_INJURED#20##1#Benin#BN#BN#9.5#2.25#BN;,"-5.88235294117647,3.74331550802139,9.62566844919786,13.3689839572193,18.1818181818182,0,176",srclc:fra;eng:GT-FRA 1.0
20250422133000,theeagleonline.com.ng,peter omiogbemhi;george egabor;john ikhamate,,"5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;4#Agenebode, Edo, Nigeria#NI#NI37#7.106#6.6966#-1997866;1#Benin#BN#BN#9.5#2.25#BN",,"-7.20720720720721,0.900900900900901,8.10810810810811,9.00900900900901,18.018018018018,0,107",
20250422114500,nigerianobservernews.com,john ikhamate;george oshiapi egabor;peter omiogbemhi;fred itua,,"4#Agenebode, Edo, Nigeria#NI#NI37#7.106#6.6966#-1997866;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Benin#BN#BN#9.5#2.25#BN",,"-5.83333333333333,2.5,8.33333333333333,10.8333333333333,13.3333333333333,0,111",
20250422114500,nigerianobservernews.com,john ikhamate;george oshiapi egabor;peter omiogbemhi;fred itua,,"4#Agenebode, Edo, Nigeria#NI#NI37#7.106#6.6966#-1997866;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Benin#BN#BN#9.5#2.25#BN",,"-5.83333333333333,2.5,8.33333333333333,10.8333333333333,13.3333333333333,0,111",
20250422114500,nigerianobservernews.com,john ikhamate;george oshiapi egabor;peter omiogbemhi;fred itua,,"4#Agenebode, Edo, Nigeria#NI#NI37#7.106#6.6966#-1997866;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Benin#BN#BN#9.5#2.25#BN",,"-5.83333333333333,2.5,8.33333333333333,10.8333333333333,13.3333333333333,0,111",
20250422114500,nigerianobservernews.com,john ikhamate;george oshiapi egabor;peter omiogbemhi;fred itua,,"4#Agenebode, Edo, Nigeria#NI#NI37#7.106#6.6966#-1997866;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Benin#BN#BN#9.5#2.25#BN",,"-5.83333333333333,2.5,8.33333333333333,10.8333333333333,13.3333333333333,0,111",
20250422121500,china.org.cn,,,"4#Tunis, (Ts26), Tunisia#TS#TS26#36.8028#10.1797#-731701;1#South Sudan#OD#OD#8#30#OD;1#Benin#BN#BN#9.5#2.25#BN;1#China#CH#CH#35#105#CH;1#Nigeria#NI#NI#10#8#NI;4#Dakar, Dakar, Senegal#SG#SG01#14.7367#-17.6339#-2266494;1#Senegal#SG#SG#14#-14#SG;1#Tunisia#TS#TS#34#9#TS",,"-0.862068965517242,1.29310344827586,2.1551724137931,3.44827586206897,17.2413793103448,1.72413793103448,222",srclc:fra;eng:GT-FRA 1.0
20250222091500,thenewsnigeria.com.ng,johnson oghuma;ikpoba okha;ahmed tinubu,government council;benin national congress;benin owena river basin development authority;high court;character commission,"4#Obayantor, Edo, Nigeria#NI#NI37#6.11283#5.66747#-2021487;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Benin#BN#BN#9.5#2.25#BN;1#Nigeria#NI#NI#10#8#NI;4#Owena, Ondo, Nigeria#NI#NI48#7.40243#5.01083#10288781",,"-2.89855072463768,1.28824476650564,4.18679549114332,5.47504025764895,19.4847020933977,0,589",
20250222091500,thenewsnigeria.com.ng,johnson oghuma;ikpoba okha;ahmed tinubu,government council;benin national congress;benin owena river basin development authority;high court;character commission,"4#Obayantor, Edo, Nigeria#NI#NI37#6.11283#5.66747#-2021487;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Benin#BN#BN#9.5#2.25#BN;1#Nigeria#NI#NI#10#8#NI;4#Owena, Ondo, Nigeria#NI#NI48#7.40243#5.01083#10288781",,"-2.89855072463768,1.28824476650564,4.18679549114332,5.47504025764895,19.4847020933977,0,589",
20250222091500,thenewsnigeria.com.ng,johnson oghuma;ikpoba okha;ahmed tinubu,government council;benin national congress;benin owena river basin development authority;high court;character commission,"4#Obayantor, Edo, Nigeria#NI#NI37#6.11283#5.66747#-2021487;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Benin#BN#BN#9.5#2.25#BN;1#Nigeria#NI#NI#10#8#NI;4#Owena, Ondo, Nigeria#NI#NI48#7.40243#5.01083#10288781",,"-2.89855072463768,1.28824476650564,4.18679549114332,5.47504025764895,19.4847020933977,0,589",
20250222091500,thenewsnigeria.com.ng,johnson oghuma;ikpoba okha;ahmed tinubu,government council;benin national congress;benin owena river basin development authority;high court;character commission,"4#Obayantor, Edo, Nigeria#NI#NI37#6.11283#5.66747#-2021487;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Benin#BN#BN#9.5#2.25#BN;1#Nigeria#NI#NI#10#8#NI;4#Owena, Ondo, Nigeria#NI#NI48#7.40243#5.01083#10288781",,"-2.89855072463768,1.28824476650564,4.18679549114332,5.47504025764895,19.4847020933977,0,589",
20250222091500,thenewsnigeria.com.ng,johnson oghuma;ikpoba okha;ahmed tinubu,government council;benin national congress;benin owena river basin development authority;high court;character commission,"4#Obayantor, Edo, Nigeria#NI#NI37#6.11283#5.66747#-2021487;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Benin#BN#BN#9.5#2.25#BN;1#Nigeria#NI#NI#10#8#NI;4#Owena, Ondo, Nigeria#NI#NI48#7.40243#5.01083#10288781",,"-2.89855072463768,1.28824476650564,4.18679549114332,5.47504025764895,19.4847020933977,0,589",
20250222091500,thenewsnigeria.com.ng,johnson oghuma;ikpoba okha;ahmed tinubu,government council;benin national congress;benin owena river basin development authority;high court;character commission,"4#Obayantor, Edo, Nigeria#NI#NI37#6.11283#5.66747#-2021487;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Benin#BN#BN#9.5#2.25#BN;1#Nigeria#NI#NI#10#8#NI;4#Owena, Ondo, Nigeria#NI#NI48#7.40243#5.01083#10288781",,"-2.89855072463768,1.28824476650564,4.18679549114332,5.47504025764895,19.4847020933977,0,589",
20250406143000,guardian.ng,godwin ojo igbinoba;justice efe ikponmwonba;osian jude tony;justice a n erhabor;justice erhabor,national universities commission;edo state office;national diplomas;association of professional examination board;ministry of education;other related offences commission;national board for technical education;honourable court;association of corporation of chartered secretaries;national youth service exemption certificate;high court,"5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Nigeria#NI#NI#10#8#NI;4#Ikpoba, Nigeria (General), Nigeria#NI#NI00#6.35#5.65#-2011969;1#Benin#BN#BN#9.5#2.25#BN",,"-4.337899543379,3.19634703196347,7.53424657534247,10.7305936073059,17.1232876712329,0.228310502283105,399",
20250406143000,guardian.ng,godwin ojo igbinoba;justice efe ikponmwonba;osian jude tony;justice a n erhabor;justice erhabor,national universities commission;edo state office;national diplomas;association of professional examination board;ministry of education;other related offences commission;national board for technical education;honourable court;association of corporation of chartered secretaries;national youth service exemption certificate;high court,"5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Nigeria#NI#NI#10#8#NI;4#Ikpoba, Nigeria (General), Nigeria#NI#NI00#6.35#5.65#-2011969;1#Benin#BN#BN#9.5#2.25#BN",,"-4.337899543379,3.19634703196347,7.53424657534247,10.7305936073059,17.1232876712329,0.228310502283105,399",
20250406143000,guardian.ng,godwin ojo igbinoba;justice efe ikponmwonba;osian jude tony;justice a n erhabor;justice erhabor,national universities commission;edo state office;national diplomas;association of professional examination board;ministry of education;other related offences commission;national board for technical education;honourable court;association of corporation of chartered secretaries;national youth service exemption certificate;high court,"5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Nigeria#NI#NI#10#8#NI;4#Ikpoba, Nigeria (General), Nigeria#NI#NI00#6.35#5.65#-2011969;1#Benin#BN#BN#9.5#2.25#BN",,"-4.337899543379,3.19634703196347,7.53424657534247,10.7305936073059,17.1232876712329,0.228310502283105,399",
20250517081500,en.people.cn,julien segbo;seraphin zounyekpe xinhua;modeste tossa,confucius institute in abomey-calavi university;university of abomey-calavi;confucius institute;xinhua;international tea day;chinese cultural center,"4#Zhang Wei, Anhui, China#CH#CH01#33.5111#117.278#-3822335;1#China#CH#CH#35#105#CH;1#Benin#BN#BN#9.5#2.25#BN",,"4.0920716112532,4.0920716112532,0,4.0920716112532,16.3682864450128,0,342",
20250517081500,en.people.cn,julien segbo;seraphin zounyekpe xinhua;modeste tossa,confucius institute in abomey-calavi university;university of abomey-calavi;confucius institute;xinhua;international tea day;chinese cultural center,"4#Zhang Wei, Anhui, China#CH#CH01#33.5111#117.278#-3822335;1#China#CH#CH#35#105#CH;1#Benin#BN#BN#9.5#2.25#BN",,"4.0920716112532,4.0920716112532,0,4.0920716112532,16.3682864450128,0,342",
20250322121500,nigerianobservernews.com,john obanor;andy duan,nigerian army cantonment;ministry of works,"1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Nigeria#NI#NI#10#8#NI;4#Ugbiyoko, Nigeria (General), Nigeria#NI#NI00#6.65#6.08333#-2028944",,"1.30890052356021,3.40314136125654,2.09424083769634,5.49738219895288,24.6073298429319,1.30890052356021,361",
20250322121500,nigerianobservernews.com,john obanor;andy duan,nigerian army cantonment;ministry of works,"1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Nigeria#NI#NI#10#8#NI;4#Ugbiyoko, Nigeria (General), Nigeria#NI#NI00#6.65#6.08333#-2028944",,"1.30890052356021,3.40314136125654,2.09424083769634,5.49738219895288,24.6073298429319,1.30890052356021,361",
20250322121500,nigerianobservernews.com,john obanor;andy duan,nigerian army cantonment;ministry of works,"1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Nigeria#NI#NI#10#8#NI;4#Ugbiyoko, Nigeria (General), Nigeria#NI#NI00#6.65#6.08333#-2028944",,"1.30890052356021,3.40314136125654,2.09424083769634,5.49738219895288,24.6073298429319,1.30890052356021,361",
20250322121500,nigerianobservernews.com,john obanor;andy duan,nigerian army cantonment;ministry of works,"1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Nigeria#NI#NI#10#8#NI;4#Ugbiyoko, Nigeria (General), Nigeria#NI#NI00#6.65#6.08333#-2028944",,"1.30890052356021,3.40314136125654,2.09424083769634,5.49738219895288,24.6073298429319,1.30890052356021,361",
20250322121500,nigerianobservernews.com,john obanor;andy duan,nigerian army cantonment;ministry of works,"1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Nigeria#NI#NI#10#8#NI;4#Ugbiyoko, Nigeria (General), Nigeria#NI#NI00#6.65#6.08333#-2028944",,"1.30890052356021,3.40314136125654,2.09424083769634,5.49738219895288,24.6073298429319,1.30890052356021,361",
20250225210000,wamc.org,eppo bruins;olugbile holloway,nigerian national commission for museums,1#Netherlands#NL#NL#52.5#5.75#NL;1#Sri Lanka#CE#CE#7#81#CE;1#Nigeria#NI#NI#10#8#NI;1#India#IN#IN#20#77#IN;1#Benin#BN#BN#9.5#2.25#BN;1#United Kingdom#UK#UK#54#-4#UK;1#Indonesia#ID#ID#-5#120#ID,,"0.337837837837838,3.37837837837838,3.04054054054054,6.41891891891892,16.8918918918919,0.337837837837838,265",
20250524234500,thisdaylive.com,adibe emenyonu;dennis laure;ralphael oronsaye;cyril adams oshiomhole;owunari tomikeimieye;edward aisowieren,production limited;seplat energy;seplat energy joint venture,"1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623",,"3.62903225806452,5.44354838709677,1.81451612903226,7.25806451612903,19.758064516129,0.604838709677419,447",
20250524234500,thisdaylive.com,adibe emenyonu;dennis laure;ralphael oronsaye;cyril adams oshiomhole;owunari tomikeimieye;edward aisowieren,production limited;seplat energy;seplat energy joint venture,"1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623",,"3.62903225806452,5.44354838709677,1.81451612903226,7.25806451612903,19.758064516129,0.604838709677419,447",
20250525023000,zazoom.it,,solutions crossword,1#Benin#BN#BN#9.5#2.25#BN;1#Togo#TO#TO#8#1.166667#TO,,"2.56410256410256,4.7008547008547,2.13675213675214,6.83760683760684,15.3846153846154,0.427350427350427,222",srclc:ita;eng:GT-ITA 1.0
20250405134500,pulse.ng,asuerime asue ighodalo;oba ewuare;justice wilfred kpochi,peoples democratic party,"1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623",,"6.38297872340426,9.57446808510638,3.19148936170213,12.7659574468085,16.4893617021277,1.86170212765957,349",
20250405134500,pulse.ng,asuerime asue ighodalo;oba ewuare;justice wilfred kpochi,peoples democratic party,"1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623",,"6.38297872340426,9.57446808510638,3.19148936170213,12.7659574468085,16.4893617021277,1.86170212765957,349",
20250405134500,pulse.ng,asuerime asue ighodalo;oba ewuare;justice wilfred kpochi,peoples democratic party,"1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623",,"6.38297872340426,9.57446808510638,3.19148936170213,12.7659574468085,16.4893617021277,1.86170212765957,349",
20250405134500,pulse.ng,asuerime asue ighodalo;oba ewuare;justice wilfred kpochi,peoples democratic party,"1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623",,"6.38297872340426,9.57446808510638,3.19148936170213,12.7659574468085,16.4893617021277,1.86170212765957,349",
20250405134500,pulse.ng,asuerime asue ighodalo;oba ewuare;justice wilfred kpochi,peoples democratic party,"1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623",,"6.38297872340426,9.57446808510638,3.19148936170213,12.7659574468085,16.4893617021277,1.86170212765957,349",
20250405134500,pulse.ng,asuerime asue ighodalo;oba ewuare;justice wilfred kpochi,peoples democratic party,"1#Benin#BN#BN#9.5#2.25#BN;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623",,"6.38297872340426,9.57446808510638,3.19148936170213,12.7659574468085,16.4893617021277,1.86170212765957,349",
20250405121500,lanouvelletribune.info,hubert rodriguez;beatrice gbado,advertising a library;co a library,1#Benin#BN#BN#9.5#2.25#BN,,"1.48148148148148,3.45679012345679,1.97530864197531,5.4320987654321,14.0740740740741,0,379",srclc:fra;eng:GT-FRA 1.0
20250405121500,lanouvelletribune.info,hubert rodriguez;beatrice gbado,advertising a library;co a library,1#Benin#BN#BN#9.5#2.25#BN,,"1.48148148148148,3.45679012345679,1.97530864197531,5.4320987654321,14.0740740740741,0,379",srclc:fra;eng:GT-FRA 1.0
20250405121500,lanouvelletribune.info,hubert rodriguez;beatrice gbado,advertising a library;co a library,1#Benin#BN#BN#9.5#2.25#BN,,"1.48148148148148,3.45679012345679,1.97530864197531,5.4320987654321,14.0740740740741,0,379",srclc:fra;eng:GT-FRA 1.0
20250405144500,premiumtimesng.com,yan sakai;abbas tajudeen;theophilus danjuma;bola tinubu;ahmed aminu-ramatu yusuf;barau jibrin;adeola ajayi,nigerian meteorological agency;northern states governor forum;deputy senate;security service;cabinet affairs office,"5#Rivers State, Rivers, Nigeria#NI#NI50#4.75#6.83333#-2025387;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Benin#BN#BN#9.5#2.25#BN;1#Nigeria#NI#NI#10#8#NI;4#Hausawa, Sokoto, Nigeria#NI#NI51#13.1419#5.28936#10481880;4#Middle Belt, Nigeria (General), Nigeria#NI#NI00#8#8#-2019662;4#Port Harcourt, Rivers, Nigeria#NI#NI50#4.78917#6.99861#-2025046;5#Kano State, Kano, Nigeria#NI#NI29#11.5#8.5#-2014618;4#Buhari, Kano, Nigeria#NI#NI29#11.4148#8.25082#-2008713;4#Uromi, Edo, Nigeria#NI#NI37#6.70729#6.32843#10572694",,"-7.45265729993891,2.01588271227856,9.46854001221747,11.484422724496,22.4801466096518,0.855222968845449,1511",
20250405144500,premiumtimesng.com,yan sakai;abbas tajudeen;theophilus danjuma;bola tinubu;ahmed aminu-ramatu yusuf;barau jibrin;adeola ajayi,nigerian meteorological agency;northern states governor forum;deputy senate;security service;cabinet affairs office,"5#Rivers State, Rivers, Nigeria#NI#NI50#4.75#6.83333#-2025387;5#Edo State, Edo, Nigeria#NI#NI37#6.5#6#29623;1#Benin#BN#BN#9.5#2.25#BN;1#Nigeria#NI#NI#10#8#NI;4#Hausawa, Sokoto, Nigeria#NI#NI51#13.1419#5.28936#10481880;4#Middle Belt, Nigeria (General), Nigeria#NI#NI00#8#8#-2019662;4#Port Harcourt, Rivers, Nigeria#NI#NI50#4.78917#6.99861#-2025046;5#Kano State, Kano, Nigeria#NI#NI29#11.5#8.5#-2014618;4#Buhari, Kano, Nigeria#NI#NI29#11.4148#8.25082#-2008713;4#Uromi, Edo, Nigeria#NI#NI37#6.70729#6.32843#10572694",,"-7.45265729993891,2.01588271227856,9.46854001221747,11.484422724496,22.4801466096518,0.855222968845449,1511",
