GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1295504124,20260322,202603,2026,2026.2247,BEN,COTONOU,BEN,,,,,,,,,,,,,,,,,,1,051,051,05,1,3.4,5,1,5,7.90697674418605,4,"Godomey, Atlantique, Benin",BN,BN09,5876,6.38948,2.34581,-1333714,0,,,,,,,,4,"Godomey, Atlantique, Benin",BN,BN09,5876,6.38948,2.34581,-1333714,20260322074500,https://english.news.cn/africa/20260322/476f314bb92249e49bd4b0b7cfee8340/c.html
1295504126,20260322,202603,2026,2026.2247,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,1,141,141,14,3,-6.5,10,1,10,7.90697674418605,4,"Godomey, Atlantique, Benin",BN,BN09,5876,6.38948,2.34581,-1333714,0,,,,,,,,4,"Godomey, Atlantique, Benin",BN,BN09,5876,6.38948,2.34581,-1333714,20260322074500,https://english.news.cn/africa/20260322/476f314bb92249e49bd4b0b7cfee8340/c.html
1295514475,20260322,202603,2026,2026.2247,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,0,051,051,05,1,3.4,10,1,10,0.30737704918033,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260322094500,https://fr.allafrica.com/stories/202603220031.html
1295487488,20260322,202603,2026,2026.2247,HLH,HOSPITAL,,,,,,HLH,,,,,,,,,,,,,1,010,010,01,1,0.0,10,1,10,-0.68728522336769,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260322021500,https://fr.allafrica.com/stories/202603220011.html
1295486907,20260322,202603,2026,2026.2247,BEN,BENINESE,BEN,,,,,,,,,,,,,,,,,,1,010,010,01,1,0.0,2,1,2,-3.75510204081633,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260322023000,https://allafrica.com/stories/202603220016.html
1295491022,20260322,202603,2026,2026.2247,COP,POLICE,,,,,,COP,,,,,,,,,,,,,0,191,191,19,4,-9.5,1,1,1,-3.40264650283554,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260322034500,https://www.thecable.ng/slow-down-dangerous-curves-ahead/
1295491367,20260322,202603,2026,2026.2247,NGA,NIGERIA,NGA,,,,,,,,,,,,,,,,,,0,190,190,19,4,-10.0,1,1,1,-3.40264650283554,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260322034500,https://www.thecable.ng/slow-down-dangerous-curves-ahead/
1295550356,20260322,202603,2026,2026.2247,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,1,128,128,12,3,-5.0,4,1,4,4.17457305502846,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260322174500,https://www.premiumtimesng.com/entertainment/nollywood/865937-benin-queen-fires-back-over-palace-expulsion-after-pellers-visit.html
1295550359,20260322,202603,2026,2026.2247,BENGOV,BENIN,BEN,,,,,GOV,,,,,,,,,,,,,0,036,036,03,1,4.0,6,1,6,4.17457305502846,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260322174500,https://www.premiumtimesng.com/entertainment/nollywood/865937-benin-queen-fires-back-over-palace-expulsion-after-pellers-visit.html
1295550360,20260322,202603,2026,2026.2247,BENGOV,BENIN,BEN,,,,,GOV,,,,,,,,,,,,,0,051,051,05,1,3.4,6,1,6,4.17457305502846,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260322174500,https://www.premiumtimesng.com/entertainment/nollywood/865937-benin-queen-fires-back-over-palace-expulsion-after-pellers-visit.html
1295550496,20260322,202603,2026,2026.2247,ELI,ACTOR,,,,,,ELI,,,,,,,,,,,,,0,036,036,03,1,4.0,3,1,3,-1.45586897179253,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260322174500,https://www.premiumtimesng.com/entertainment/naija-fashion/865945-how-princess-lured-me-with-lagos-govt-deal-set-me-up-for-rape-baba-ijesha-alleges.html
1295550497,20260322,202603,2026,2026.2247,ELI,ACTOR,,,,,,ELI,,,,,,,,,,,,,1,173,173,17,4,-5.0,3,1,3,-1.45586897179253,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260322174500,https://www.premiumtimesng.com/entertainment/naija-fashion/865945-how-princess-lured-me-with-lagos-govt-deal-set-me-up-for-rape-baba-ijesha-alleges.html
1295550296,20260322,202603,2026,2026.2247,,,,,,,,,,,BEN,BENIN,BEN,,,,,,,,0,020,020,02,1,3.0,5,1,5,4.17457305502846,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260322174500,https://www.premiumtimesng.com/entertainment/nollywood/865937-benin-queen-fires-back-over-palace-expulsion-after-pellers-visit.html
1295550297,20260322,202603,2026,2026.2247,,,,,,,,,,,BENGOV,BENIN,BEN,,,,,GOV,,,0,036,036,03,1,4.0,6,1,6,4.17457305502846,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260322174500,https://www.premiumtimesng.com/entertainment/nollywood/865937-benin-queen-fires-back-over-palace-expulsion-after-pellers-visit.html
1295535019,20260322,202603,2026,2026.2247,GOV,ADMINISTRATION,,,,,,GOV,,,CVL,CITIZEN,,,,,,CVL,,,1,020,020,02,1,3.0,10,1,10,1.05263157894737,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260322141500,https://burkina24.com/2026/03/22/benin-romuald-wadagni-promet-une-revolution-administrative-avec-la-piece-unique/
1295518579,20260322,202603,2026,2026.2247,BENEDU,BENIN,BEN,,,,,EDU,,,BEN,BENIN,BEN,,,,,,,,1,051,051,05,1,3.4,4,1,4,7.49354005167958,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260322104500,https://www.gouv.bj/article/3471/cooperation-sino-beninoise-etudiants-beninois-celebres-leur-excellence-academique/
1295490995,20260322,202603,2026,2026.2247,BENGOV,BENIN,BEN,,,,,GOV,,,GBR,UNITED KINGDOM,GBR,,,,,,,,0,042,042,04,1,1.9,2,1,2,-3.40264650283554,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260322034500,https://www.thecable.ng/slow-down-dangerous-curves-ahead/
1295491089,20260322,202603,2026,2026.2247,GBR,UNITED KINGDOM,GBR,,,,,,,,BENGOV,BENIN,BEN,,,,,GOV,,,0,043,043,04,1,2.8,2,1,2,-3.40264650283554,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260322034500,https://www.thecable.ng/slow-down-dangerous-curves-ahead/
1295545937,20260322,202603,2026,2026.2247,BEN,BENIN,BEN,,,,,,,,MIL,MILITARY,,,,,,MIL,,,1,051,051,05,1,3.4,10,1,10,0.6578947368421,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260322163000,https://fr.allafrica.com/stories/202603220035.html
1295545967,20260322,202603,2026,2026.2247,CIV,ABIDJAN,CIV,,,,,,,,BEN,COTONOU,BEN,,,,,,,,1,050,050,05,1,3.5,10,1,10,0.6578947368421,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260322163000,https://fr.allafrica.com/stories/202603220035.html
1295550357,20260322,202603,2026,2026.2247,BEN,BENIN,BEN,,,,,,,,BENGOV,BENIN,BEN,,,,,GOV,,,0,036,036,03,1,4.0,4,1,4,4.17457305502846,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260322174500,https://www.premiumtimesng.com/entertainment/nollywood/865937-benin-queen-fires-back-over-palace-expulsion-after-pellers-visit.html
1295550358,20260322,202603,2026,2026.2247,BEN,BENIN,BEN,,,,,,,,BENGOV,BENIN,BEN,,,,,GOV,,,0,051,051,05,1,3.4,4,1,4,4.17457305502846,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260322174500,https://www.premiumtimesng.com/entertainment/nollywood/865937-benin-queen-fires-back-over-palace-expulsion-after-pellers-visit.html
1295550361,20260322,202603,2026,2026.2247,BENGOV,BENIN,BEN,,,,,GOV,,,BEN,BENIN,BEN,,,,,,,,0,036,036,03,1,4.0,4,1,4,4.17457305502846,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260322174500,https://www.premiumtimesng.com/entertainment/nollywood/865937-benin-queen-fires-back-over-palace-expulsion-after-pellers-visit.html
1295539799,20260322,202603,2026,2026.2247,BEN,BENIN,BEN,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,1,020,020,02,1,3.0,10,1,10,-1.05263157894737,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260322151500,https://lanouvelletribune.info/2026/03/benin-orden-alladatin-appelle-les-citoyens-a-faire-confiance-a-romuald-wadagni/
1281862611,20260102,202601,2026,2026.0055,NGA,NIGERIA,NGA,,,,,,,,,,,,,,,,,,1,090,090,09,2,-2.0,1,1,1,-4.36854646544877,4,"Enugu, Enugu, Nigeria",NI,NI47,191302,6.4402,7.4943,-2006530,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260102080000,https://theeagleonline.com.ng/aisha-yesufu-from-protest-to-participation-by-johnson-momodu/
1281832949,20260102,202601,2026,2026.0055,CVL,CITIZEN,,,,,,CVL,,,,,,,,,,,,,0,010,010,01,1,0.0,4,1,4,-7.84856879039702,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260102000000,https://punchng.com/from-benin-to-ilorin-the-normalisation-of-beating/
1281832975,20260102,202601,2026,2026.0055,CVL,CITIZEN,,,,,,CVL,,,,,,,,,,,,,0,181,181,18,4,-9.0,4,1,4,-7.84856879039702,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260102000000,https://punchng.com/from-benin-to-ilorin-the-normalisation-of-beating/
1281839157,20260102,202601,2026,2026.0055,CVL,NEIGHBORHOOD,,,,,,CVL,,,,,,,,,,,,,1,036,036,03,1,4.0,10,1,10,3.06748466257669,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260102010000,https://www.elcomercio.es/aviles/concierto-sinfonico-ano-nuevo-aviles-inicia-intenso-20260101224902-nt.html
1281817410,20260101,202601,2026,2026.0027,ZWE,ZIMBABWE,ZWE,,,,,,,,,,,,,,,,,,1,125,125,12,3,-5.0,8,1,8,-1.92307692307692,1,Egypt,EG,EG,,27.0,30.0,EG,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260101184500,https://eahelqesa.com/news/%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE-%D8%A7%D9%84%D9%81%D8%B1%D8%A7%D8%B9%D9%86%D8%A9-%D9%86%D8%AA%D8%A7%D8%A6%D8%AC-%D9%85%D9%86%D8%AA%D8%AE%D8%A8-%D9%85%D8%B5%D8%B1-%D9%81%D9%8A-%D8%AB%D9%85%D9%86
1281862617,20260102,202601,2026,2026.0055,NGA,NIGERIA,NGA,,,,,,,,BEN,BENIN,BEN,,,,,,,,0,070,070,07,2,7.0,1,1,1,-4.36854646544877,4,"Enugu, Enugu, Nigeria",NI,NI47,191302,6.4402,7.4943,-2006530,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260102080000,https://theeagleonline.com.ng/aisha-yesufu-from-protest-to-participation-by-johnson-momodu/
1281840553,20260102,202601,2026,2026.0055,CRM,CULPRIT,,,,,,CRM,,,COP,POLICE,,,,,,COP,,,0,100,100,10,3,-5.0,10,1,10,-5.93406593406593,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260102014500,https://punchng.com/obasekis-ally-house-burnt-in-edo/
1281868867,20260102,202601,2026,2026.0055,MED,MEDIA,,,,,,MED,,,AFR,AFRICA,AFR,,,,,,,,0,090,090,09,2,-2.0,10,1,10,1.71865054105665,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260102090000,https://www.lahaine.org/mundo.php/evaluacion-y-perspectivas-de-la-confederacion-de
1281881385,20260102,202601,2026,2026.0055,CVL,CITIZEN,,,,,,CVL,,,GOV,PRESIDENT,,,,,,GOV,,,0,010,010,01,1,0.0,8,1,8,-6.55095184770436,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260102113000,https://argumenti.ru/world/2026/01/981684
1281817199,20260101,202601,2026,2026.0027,EGY,EGYPT,EGY,,,,,,,,BEN,BENIN,BEN,,,,,,,,1,020,020,02,1,3.0,8,1,8,-1.92307692307692,1,Egypt,EG,EG,,27.0,30.0,EG,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260101184500,https://eahelqesa.com/news/%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE-%D8%A7%D9%84%D9%81%D8%B1%D8%A7%D8%B9%D9%86%D8%A9-%D9%86%D8%AA%D8%A7%D8%A6%D8%AC-%D9%85%D9%86%D8%AA%D8%AE%D8%A8-%D9%85%D8%B5%D8%B1-%D9%81%D9%8A-%D8%AB%D9%85%D9%86
1281817200,20260101,202601,2026,2026.0027,EGY,EGYPT,EGY,,,,,,,,BEN,BENIN,BEN,,,,,,,,1,020,020,02,1,3.0,2,1,2,-1.92307692307692,1,Egypt,EG,EG,,27.0,30.0,EG,1,Egypt,EG,EG,,27.0,30.0,EG,1,Benin,BN,BN,,9.5,2.25,BN,20260101184500,https://eahelqesa.com/news/%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE-%D8%A7%D9%84%D9%81%D8%B1%D8%A7%D8%B9%D9%86%D8%A9-%D9%86%D8%AA%D8%A7%D8%A6%D8%AC-%D9%85%D9%86%D8%AA%D8%AE%D8%A8-%D9%85%D8%B5%D8%B1-%D9%81%D9%8A-%D8%AB%D9%85%D9%86
1281840428,20250102,202501,2025,2025.0055,GBR,UNITED KINGDOM,GBR,,,,,,,,NGA,NIGERIA,NGA,,,,,,,,0,040,040,04,1,1.0,2,1,2,-5.93406593406593,1,Benin,BN,BN,,9.5,2.25,BN,5,"Edo State, Edo, Nigeria",NI,NI37,191281,6.5,6.0,29623,1,Benin,BN,BN,,9.5,2.25,BN,20260102014500,https://punchng.com/obasekis-ally-house-burnt-in-edo/
1289362272,20260216,202602,2026,2026.126,GOV,GOVERNMENT,,,,,,GOV,,,,,,,,,,,,,0,080,080,08,2,5.0,4,1,4,-2.24558050645007,4,"Yewa, Nigeria (general), Nigeria",NI,NI00,22926,6.43333,2.85,-2031737,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260216054500,https://dailypost.ng/2026/02/16/ban-on-fuel-sale-chokes-ogun-border-towns-six-years-after/
1289362275,20260216,202602,2026,2026.126,GOV,GOVERNMENT,,,,,,GOV,,,,,,,,,,,,,0,081,081,08,2,5.0,3,1,3,-2.24558050645007,4,"Yewa, Nigeria (general), Nigeria",NI,NI00,22926,6.43333,2.85,-2031737,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260216054500,https://dailypost.ng/2026/02/16/ban-on-fuel-sale-chokes-ogun-border-towns-six-years-after/
1289356134,20260216,202602,2026,2026.126,AFR,AFRICA,AFR,,,,,,,,,,,,,,,,,,1,020,020,02,1,3.0,10,1,10,0.0,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260216040000,https://lanouvelletribune.info/2026/02/maximin-tchibozo-le-journaliste-ne-doit-pas-seulement-denoncer-il-doit-aussi-mettre-en-lumiere-les-solutions/
1289340414,20260216,202602,2026,2026.126,,,,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,0,010,010,01,1,0.0,5,1,5,-4.73372781065088,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260216004500,https://punchng.com/man-gunned-down-in-edo-over-park-ticket-clash/
1289340416,20260216,202602,2026,2026.126,,,,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,0,014,014,01,1,0.0,5,1,5,-4.73372781065088,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260216004500,https://punchng.com/man-gunned-down-in-edo-over-park-ticket-clash/
1289340426,20260216,202602,2026,2026.126,,,,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,0,073,073,07,2,7.4,5,1,5,-4.73372781065088,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260216004500,https://punchng.com/man-gunned-down-in-edo-over-park-ticket-clash/
1289351048,20260216,202602,2026,2026.126,,,,,,,,,,,POL,POLE,POL,,,,,,,,1,043,043,04,1,2.8,10,1,10,1.2591815320042,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260216024500,https://www.lejecos.com/50%e1%b5%89-Assemblee-generale-de-la-FANAF-Le-Senegal-entre-ambition-presidentielle-rayonnement-intellectuel-et-distinctions_a30355.html
1289396037,20260216,202602,2026,2026.126,IGOWAFBUSWAS,ECOWAS,WAF,WAS,,,,IGO,BUS,,BEN,BENIN,BEN,,,,,,,,1,070,070,07,2,7.0,5,1,5,-2.4263431542461,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260216104500,https://nairametrics.com/2026/02/16/ecowas-based-investors-contribute-only-0-01-to-nigerias-16-78-billion-foreign-capital/
1289340598,20260216,202602,2026,2026.126,COP,POLICE,,,,,,COP,,,MED,JOURNALIST,,,,,,MED,,,0,030,030,03,1,4.0,10,1,10,-4.73372781065088,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260216004500,https://punchng.com/man-gunned-down-in-edo-over-park-ticket-clash/
1289340600,20260216,202602,2026,2026.126,COP,POLICE,,,,,,COP,,,MED,JOURNALIST,,,,,,MED,,,0,040,040,04,1,1.0,10,1,10,-4.73372781065088,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260216004500,https://punchng.com/man-gunned-down-in-edo-over-park-ticket-clash/
1289362174,20260216,202602,2026,2026.126,CVL,RESIDENTS,,,,,,CVL,,,GOV,GOVERNANCE,,,,,,GOV,,,0,010,010,01,1,0.0,8,1,8,-2.24558050645007,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260216054500,https://dailypost.ng/2026/02/16/ban-on-fuel-sale-chokes-ogun-border-towns-six-years-after/
1289362176,20260216,202602,2026,2026.126,CVL,RESIDENTS,,,,,,CVL,,,GOV,GOVERNANCE,,,,,,GOV,,,0,020,020,02,1,3.0,8,1,8,-2.24558050645007,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260216054500,https://dailypost.ng/2026/02/16/ban-on-fuel-sale-chokes-ogun-border-towns-six-years-after/
1281919893,20260102,202601,2026,2026.0055,CVL,RESIDENTS,,,,,,CVL,,,,,,,,,,,,,1,010,010,01,1,0.0,10,1,10,-6.02409638554217,4,"Godomey, Atlantique, Benin",BN,BN09,5876,6.38948,2.34581,-1333714,0,,,,,,,,4,"Godomey, Atlantique, Benin",BN,BN09,5876,6.38948,2.34581,-1333714,20260102174500,https://lanouvelletribune.info/2026/01/benin-colere-dune-famille-contre-la-police-apres-la-mort-dun-pere-le-1er-janvier/
1281918040,20260102,202601,2026,2026.0055,ltn,LATINOS,,,ltn,,,,,,CVL,VOTER,,,,,,CVL,,,1,051,051,05,1,3.4,1,1,1,-2.90498974709501,1,Niger,NG,NG,,16.0,8.0,NG,1,Niger,NG,NG,,16.0,8.0,NG,1,Benin,BN,BN,,9.5,2.25,BN,20260102174500,https://www.euronews.com/my-europe/2026/01/02/year-in-review-our-pick-of-the-major-global-news-events-that-shaped-a-turbulent-2025
1285865165,20260126,202601,2026,2026.0712,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,0,042,042,04,1,1.9,8,1,8,-3.69487485101311,4,"Ouidah, Atlantique, Benin",BN,BN09,5879,6.36307,2.08506,-1335504,0,,,,,,,,4,"Ouidah, Atlantique, Benin",BN,BN09,5879,6.36307,2.08506,-1335504,20260126083000,https://hallmarknews.com/awoof-nation-how-entitlement-is-undermining-nigerias-image-and-economy/
1285836312,20260126,202601,2026,2026.0712,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,1,090,090,09,2,-2.0,10,1,10,0.0,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260126021500,https://lanouvelletribune.info/2026/01/benin-les-resultats-des-communales-vivement-attendus/
1285865456,20260126,202601,2026,2026.0712,GMBGOV,OMAR TOURAY,GMB,,,,,GOV,,,,,,,,,,,,,0,051,051,05,1,3.4,5,1,5,-1.9594121763471,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260126083000,https://quicknews-africa.net/2025-analysing-ecowas-year-of-milestones-turbulence/
1285863392,20260126,202601,2026,2026.0712,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,1,010,010,01,1,0.0,3,1,3,2.70758122743683,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260126081500,https://nairametrics.com/2026/01/26/nabteb-extends-registration-timeline-for-2026-ncee/
1285863691,20260126,202601,2026,2026.0712,GOV,CHIEF EXECUTIVE,,,,,,GOV,,,,,,,,,,,,,1,020,020,02,1,3.0,2,1,2,2.70758122743683,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260126081500,https://nairametrics.com/2026/01/26/nabteb-extends-registration-timeline-for-2026-ncee/
1285884593,20260126,202601,2026,2026.0712,NGA,NIGERIA,NGA,,,,,,,,,,,,,,,,,,0,043,043,04,1,2.8,1,1,1,3.26264274061991,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260126111500,https://yen.com.gh/entertainment/celebrities/298521-ishowspeed-receives-rousing-ghana-leg-africa-tour/
1285886132,20260126,202601,2026,2026.0712,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,0,020,020,02,1,3.0,10,1,10,1.26984126984127,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260126113000,https://www.ghanamma.com/2026/01/26/why-ishowspeeds-streaming-in-ghana-is-important/
1285886917,20260126,202601,2026,2026.0712,MED,MEDIA,,,,,,MED,,,,,,,,,,,,,0,020,020,02,1,3.0,10,1,10,1.26984126984127,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260126113000,https://www.ghanamma.com/2026/01/26/why-ishowspeeds-streaming-in-ghana-is-important/
1285838238,20260126,202601,2026,2026.0712,JUD,MAGISTRATE,,,,,,JUD,,,,,,,,,,,,,0,100,100,10,3,-5.0,2,1,2,-1.28205128205128,1,Senegal,SG,SG,,14.0,-14.0,SG,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260126024500,https://www.elheraldo.co/colombia/2026/01/26/viaje-de-francia-marquez-a-africa-habria-costado-mas-de-530-millones-segun-denuncia-de-cabal/
1285838321,20260126,202601,2026,2026.0712,TGOGOV,TOGO,TGO,,,,,GOV,,,,,,,,,,,,,0,030,030,03,1,4.0,2,1,2,-1.28205128205128,1,Togo,TO,TO,,8.0,1.166667,TO,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260126024500,https://www.elheraldo.co/colombia/2026/01/26/viaje-de-francia-marquez-a-africa-habria-costado-mas-de-530-millones-segun-denuncia-de-cabal/
1285863280,20260126,202601,2026,2026.0712,,,,,,,,,,,GOV,CHIEF EXECUTIVE,,,,,,GOV,,,1,020,020,02,1,3.0,2,1,2,2.70758122743683,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260126081500,https://nairametrics.com/2026/01/26/nabteb-extends-registration-timeline-for-2026-ncee/
1285863293,20260126,202601,2026,2026.0712,,,,,,,,,,,GOV,CHIEF EXECUTIVE,,,,,,GOV,,,1,130,130,13,3,-4.4,2,1,2,2.70758122743683,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260126081500,https://nairametrics.com/2026/01/26/nabteb-extends-registration-timeline-for-2026-ncee/
1285883978,20260126,202601,2026,2026.0712,,,,,,,,,,,NGA,NIGERIA,NGA,,,,,,,,0,042,042,04,1,1.9,1,1,1,3.26264274061991,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260126111500,https://yen.com.gh/entertainment/celebrities/298521-ishowspeed-receives-rousing-ghana-leg-africa-tour/
